0	948	5
0	947	5
0	946	5
0	945	5
0	944	5
0	943	5
0	942	5
0	941	5
0	940	5
0	939	5
0	938	5
0	937	4
0	936	4
0	935	4
0	934	5
0	933	4
0	932	4
0	931	5
0	930	2
0	929	4
0	928	4
0	927	5
0	926	3
0	925	4
0	924	5
0	923	5
0	922	5
0	921	4
0	920	5
0	919	5
0	918	5
0	917	3
0	916	5
0	915	5
0	914	4
0	913	0
0	912	5
0	911	0
0	910	0
0	909	4
0	908	4
0	907	0
0	906	0
0	905	4
0	904	0
0	903	5
0	902	0
0	901	4
0	900	4
0	899	4
0	898	3
0	897	5
0	896	0
0	895	5
0	894	0
0	893	4
0	892	5
0	891	4
0	890	5
0	889	5
0	888	4
0	887	0
0	886	3
0	885	0
0	884	0
0	883	4
0	882	5
0	881	0
0	880	5
0	879	5
0	878	4
0	877	5
0	876	4
0	875	4
0	874	3
0	873	4
0	872	3
0	871	2
0	870	3
0	869	3
0	868	0
0	867	3
0	866	4
0	865	5
0	864	0
0	863	4
0	862	5
0	861	5
0	860	5
0	859	4
0	858	5
0	857	0
0	856	4
0	855	5
0	854	4
0	853	5
0	852	0
0	851	0
0	850	5
0	849	3
0	848	3
0	847	5
0	846	5
0	845	4
0	844	3
0	843	3
0	842	3
0	841	4
0	840	5
0	839	5
0	838	5
0	837	4
0	836	4
0	835	0
0	834	4
0	833	2
0	832	4
0	831	5
0	830	4
0	829	5
0	828	5
0	827	4
0	826	4
0	825	5
0	824	5
0	823	3
0	822	0
0	821	5
0	820	4
0	819	4
0	818	3
0	817	3
0	816	4
0	815	0
0	814	0
0	813	4
0	812	4
0	811	5
0	810	2
0	809	5
0	808	3
0	807	4
0	806	4
0	805	4
0	804	5
0	803	4
0	802	3
0	801	5
0	800	3
0	799	4
0	798	3
0	797	3
0	796	0
0	795	4
0	794	0
0	793	4
0	792	0
0	791	0
0	790	5
0	789	5
0	788	4
0	787	5
0	786	5
0	785	2
0	784	5
0	783	4
0	782	3
0	781	4
0	780	4
0	779	4
0	778	4
0	777	4
0	776	0
0	775	0
0	774	0
0	773	3
